"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant"
"RTN1",62.097347866069,1.16106245081306,0.271772293687925,4.27218843781886,1.93563894978956e-05,0.00289630876730223,TRUE
"LPL",97.6802548493265,2.76953276708568,0.649764644770307,4.26236297923645,2.02276528393547e-05,0.0029561302984941,TRUE
"LACC1",331.558525381075,0.73141115440478,0.171494206202137,4.26493215486637,1.99962954343131e-05,0.0029561302984941,TRUE
"MAGED2",1061.60327005466,0.451837659773626,0.106023517441474,4.26167392553303,2.02901351091774e-05,0.0029561302984941,TRUE
"ZC3H6",991.806411203705,-0.51669213914715,0.121396172281359,-4.25624737120719,2.07886690644443e-05,0.00300242612601179,TRUE
"OPTN",2473.77198300851,0.37766475548429,0.0888247101292447,4.25179834456839,2.12060767499768e-05,0.00303630800638246,TRUE
"TAF13",314.113778862988,0.500775972896483,0.118023365276343,4.24302401243986,2.20527828663001e-05,0.0031305527403964,TRUE
"EIF4B",9105.67689187462,-0.310352113525697,0.0731879880145391,-4.2404788264441,2.23043475051454e-05,0.00313943142129627,TRUE
"CEBPA",1554.33244694065,0.703616995524925,0.166065183459087,4.23699285346151,2.26533343517075e-05,0.00316175823737404,TRUE
"CD302",6550.82398369546,-0.444752070879816,0.105038785213561,-4.23416997802823,2.29397390638106e-05,0.00317505105092359,TRUE
"NLRP6",68.8868343314589,1.35209338541471,0.319687660580494,4.22942000000738,2.34294575346966e-05,0.00318967098519488,TRUE
"ATAD5",380.308219168865,-0.371287751318837,0.0877493357273727,-4.23123147589842,2.32415339316927e-05,0.00318967098519488,TRUE
"LARGE1",803.558744738209,-0.437985780801719,0.103631608758544,-4.22637249434391,2.37488740168081e-05,0.00320687031337534,TRUE
"LYZ",1697.41922227728,1.23073375066138,0.291444024256993,4.22288209133473,2.41198016855708e-05,0.00321609666700366,TRUE
"ACADSB",13898.2146638598,-0.719010640157889,0.170297225571451,-4.22209250764461,2.42044724772989e-05,0.00321609666700366,TRUE
"ING5",520.814063609606,-0.406815119490196,0.0964710402868853,-4.21696623443067,2.47611034394204e-05,0.00326394577004233,TRUE
"MUL1",294.172736630863,0.449097153340283,0.10674221131253,4.20730606775022,2.58433017534368e-05,0.00337977479388057,TRUE
"TCIRG1",611.484857844299,0.493714634365425,0.117459575807412,4.20327275125637,2.63083262078431e-05,0.00341371085926615,TRUE
"IGSF5",126.299769320729,-0.855634116526531,0.203788438382206,-4.19863915401219,2.68523821897617e-05,0.00345729624643219,TRUE
"SLCO1A2",1538.29858929128,-0.547905509784453,0.130565898222241,-4.19639061381742,2.71202351862229e-05,0.00346492297083059,TRUE
"TMBIM1",1986.85809292207,0.357031454693795,0.0851487231056663,4.19303357316037,2.75248688215414e-05,0.00348977516226703,TRUE
"FNDC5",1498.86792942577,1.03129009410575,0.246091469493408,4.19067794681675,2.78122192097523e-05,0.00349949355193012,TRUE
"HAUS4",359.166920236432,-0.564007290874768,0.134923228441682,-4.18020897801558,2.91241322353836e-05,0.00363701287441719,TRUE
"CYP4F22",215.198959386166,1.42893171371084,0.342083713292828,4.17714044306943,2.95196773010456e-05,0.00363806360181688,TRUE
"RPS6KA1",365.063368885149,0.722626578408346,0.173025667733337,4.17641259747681,2.96142455861104e-05,0.00363806360181688,TRUE
"YKT6",330.760064869827,0.425229149138755,0.101849627921284,4.1750682630613,2.97896712533624e-05,0.00363806360181688,TRUE
"RAB6C-AS1",8.23156833202131,-2.34225404122905,0.56169587142103,-4.16996841244961,3.04641860391074e-05,0.00367636748529615,TRUE
"SPATA6L",850.261956643693,-0.402768232326943,0.0966020003901563,-4.16935705989775,3.05460119797019e-05,0.00367636748529615,TRUE
"MRTO4",445.183250077151,-0.407415826231733,0.0979246584687867,-4.16050290705477,3.17547574676987e-05,0.00379435084015114,TRUE
"SARDH",2620.59614423594,-0.613668396753711,0.147605160285563,-4.15749961293008,3.21749820624413e-05,0.00381710197910777,TRUE
"GAREM1",432.945035706063,-0.562930300360897,0.135698994118486,-4.14837489413791,3.34843747792291e-05,0.00393015629254261,TRUE
"ADPRS",177.941402304814,0.379563905336789,0.0915500858523772,4.14596995516562,3.38378198466852e-05,0.00393015629254261,TRUE
"MGAT2",1131.3942477313,0.356555602829178,0.0859986589015395,4.14606003609196,3.38245173437549e-05,0.00393015629254261,TRUE
"PON3",5183.47917975677,-0.795994409980526,0.192130213688597,-4.14299445515981,3.42800236602715e-05,0.00393877338059574,TRUE
